,Retailer country,Product,correlation,slope
9136,Singapore,Sun Shelter Stick,,0.0
9140,Singapore,Sun Shield,,0.0
9144,Singapore,TX,0.327401662422687,0.018435899253784777
9148,Singapore,Trail Master,,
9152,Singapore,Trail Scout,,
9156,Singapore,Trail Star,,
9160,Singapore,TrailChef Canteen,-0.2579192910581657,0.005070253082971687
9164,Singapore,TrailChef Cook Set,0.5608677765690386,1.5265387697333825e-17
9168,Singapore,TrailChef Cup,,0.0
9172,Singapore,TrailChef Deluxe Cook Set,,0.0
9176,Singapore,TrailChef Double Flame,,0.0
9180,Singapore,TrailChef Kettle,,0.0
9184,Singapore,TrailChef Kitchen Kit,,0.0
9188,Singapore,TrailChef Single Flame,,0.0
9192,Singapore,TrailChef Utensils,,0.0
9196,Singapore,TrailChef Water Bag,,0.0
9200,Singapore,Trendi,0.034892403129887874,0.003487081722024086
9204,Singapore,Venue,0.8748171120652048,0.006525802432002748
9208,Singapore,Zodiak,0.7225607966714548,
9212,Singapore,Zone,0.08089867851357978,0.008984648931522943
9216,Spain,Aloe Relief,,0.0
9220,Spain,Astro Pilot,-0.5655817227606855,
9224,Spain,Auto Pilot,,
9228,Spain,Bear Edge,,0.0
9232,Spain,Bear Survival Edge,,0.0
9236,Spain,Bella,0.8517617682602743,0.005163223069651531
9240,Spain,Blue Steel Max Putter,,0.0
9244,Spain,Blue Steel Putter,-0.5302328027483348,-0.021484123232930863
9248,Spain,BugShield Extreme,,0.0
9252,Spain,BugShield Lotion,,0.0
9256,Spain,BugShield Lotion Lite,,0.0
9260,Spain,BugShield Natural,,0.0
9264,Spain,BugShield Spray,-0.5312438049703119,6.360578207222427e-19
9268,Spain,Calamine Relief,,0.0
9272,Spain,Canyon Mule Carryall,,0.0
9276,Spain,Canyon Mule Climber Backpack,,0.0
9280,Spain,Canyon Mule Cooler,-0.03618781822049416,-0.005729099528781574
9284,Spain,Canyon Mule Extreme Backpack,,0.0
9288,Spain,Canyon Mule Journey Backpack,,0.0
9292,Spain,Canyon Mule Weekender Backpack,,0.0
9296,Spain,Capri,0.5359396327065354,0.0017163946311175868
9300,Spain,Cat Eye,0.05209528929074767,0.008561432303527693
9304,Spain,Compact Relief Kit,,0.0
9308,Spain,Course Pro Gloves,,0.0
9312,Spain,Course Pro Golf Bag,-0.12975100777621237,-2.0353850263111767e-17
9316,Spain,Course Pro Golf and Tee Set,,0.0
9320,Spain,Course Pro Putter,-0.13722052197590232,-0.02451338460877411
9324,Spain,Course Pro Umbrella,,0.0
9328,Spain,Dante,-0.201855505356134,0.007677473173491443
9332,Spain,Deluxe Family Relief Kit,,0.0
9336,Spain,Double Edge,,0.0
9340,Spain,Edge Extreme,,0.0
9344,Spain,EverGlow Butane,,0.0
9348,Spain,EverGlow Double,,0.0
9352,Spain,EverGlow Kerosene,,0.0
9356,Spain,EverGlow Lamp,,0.0
9360,Spain,EverGlow Single,-0.31756555168859735,0.00257809478795171
9364,Spain,Fairway,-0.548866413405182,0.0025803503415975635
9368,Spain,Firefly 2,0.41201540049273755,7.632693848666912e-18
9372,Spain,Firefly 4,,0.0
9376,Spain,Firefly Charger,,
9380,Spain,Firefly Climbing Lamp,,
9384,Spain,Firefly Extreme,-0.546021475359288,0.011458199057563128
9388,Spain,Firefly Lite,,0.0
9392,Spain,Firefly Mapreader,,0.0
9396,Spain,Firefly Multi-light,,0.0
9400,Spain,Firefly Rechargeable Battery,,
9404,Spain,Flicker Lantern,,0.0
9408,Spain,Glacier Basic,,0.0
9412,Spain,Glacier Deluxe,,0.0
9416,Spain,Glacier GPS,-0.6304523303119735,-0.03809135049198643
9420,Spain,Glacier GPS Extreme,-0.768041501281573,-1.221231015786706e-16
9424,Spain,Granite Axe,,
9428,Spain,Granite Belay,,
9432,Spain,Granite Carabiner,,
9436,Spain,Granite Chalk Bag,,
9440,Spain,Granite Climbing Helmet,,
9444,Spain,Granite Extreme,,
9448,Spain,Granite Grip,,
9452,Spain,Granite Hammer,,
9456,Spain,Granite Ice,,
9460,Spain,Granite Pulley,,
9464,Spain,Granite Shovel,,
9468,Spain,Granite Signal Mirror,,
9472,Spain,Hailstorm Steel Irons,-0.865019593732622,-0.36361878571735484
9476,Spain,Hailstorm Steel Woods Set,-0.9806035728861553,-1.0
9480,Spain,Hailstorm Titanium Irons,0.07586870107223424,8.141540105244707e-17
9484,Spain,Hailstorm Titanium Woods Set,,0.0
9488,Spain,Hawk Eye,0.690198689806748,0.005609796731548715
9492,Spain,Hibernator,,0.0
9496,Spain,Hibernator Camp Cot,,0.0
9500,Spain,Hibernator Extreme,,0.0
9504,Spain,Hibernator Lite,-0.01542333269478345,-4.0707700526223535e-17
9508,Spain,Hibernator Pad,0.8433336837590056,0.008593649293172346
9512,Spain,Hibernator Pillow,,0.0
9516,Spain,Hibernator Self - Inflating Mat,,0.0
9520,Spain,Husky Harness,,
9524,Spain,Husky Harness Extreme,,
9528,Spain,Husky Rope 100,,
9532,Spain,Husky Rope 200,,
9536,Spain,Husky Rope 50,,
9540,Spain,Husky Rope 60,,
9544,Spain,Inferno,0.7073475610295027,0.010257786662656306
9548,Spain,Infinity,0.022910524123229088,0.01759293673641842
9552,Spain,Insect Bite Relief,,0.0
9556,Spain,Kodiak,-0.9912801202117103,0.026700936206476737
9560,Spain,Lady Hailstorm Steel Irons,,0.0
9564,Spain,Lady Hailstorm Steel Woods Set,,0.0
9568,Spain,Lady Hailstorm Titanium Irons,,0.0
9572,Spain,Lady Hailstorm Titanium Woods Set,,0.0
9576,Spain,Legend,0.3576895088360786,0.07888488180151533
9580,Spain,Lux,0.34249319834543573,0.0113676839399017
9584,Spain,Max Gizmo,-0.8581668320246775,0.006609937846431481
9588,Spain,Maximus,0.897675108440287,0.016313161109440137
9592,Spain,Mountain Man Analog,,0.0
9596,Spain,Mountain Man Combination,,0.0
9600,Spain,Mountain Man Deluxe,,0.0
9604,Spain,Mountain Man Digital,,0.0
9608,Spain,Mountain Man Extreme,,0.0
9612,Spain,Opera Vision,,
9616,Spain,Pocket Gizmo,-0.7246391585381152,0.0020051848350735504
9620,Spain,Polar Extreme,,0.0
9624,Spain,Polar Ice,-0.8737591728539053,-0.00257809478795171
9628,Spain,Polar Sports,,0.0
9632,Spain,Polar Sun,,0.0
9636,Spain,Polar Wave,,0.0
9640,Spain,Ranger Vision,0.10035701858412005,0.024226783039000825
9644,Spain,Retro,,
9648,Spain,Sam,0.8297408709748529,0.00644051518211375
9652,Spain,Seeker 35,,0.0
9656,Spain,Seeker 50,,0.0
9660,Spain,Seeker Extreme,,0.0
9664,Spain,Seeker Mini,,0.0
9668,Spain,Single Edge,,0.0
9672,Spain,Sky Pilot,,
9676,Spain,Star Dome,,0.0
9680,Spain,Star Gazer 2,,0.0
9684,Spain,Star Gazer 3,0.5750272782206878,0.19226858018590928
9688,Spain,Star Gazer 6,,0.0
9692,Spain,Star Lite,,0.0
9696,Spain,Star Peg,,0.0
9700,Spain,Sun Blocker,,0.0
9704,Spain,Sun Shelter 15,0.725621639904692,-0.00012890473939758436
9708,Spain,Sun Shelter 30,,0.0
9712,Spain,Sun Shelter Stick,,0.0
9716,Spain,Sun Shield,,0.0
9720,Spain,TX,0.0018565593172640649,0.020829444671221324
9724,Spain,Trail Master,,
9728,Spain,Trail Scout,,
9732,Spain,Trail Star,,
9736,Spain,TrailChef Canteen,-0.216793827395906,0.005070253082971687
9740,Spain,TrailChef Cook Set,,0.0
9744,Spain,TrailChef Cup,,0.0
9748,Spain,TrailChef Deluxe Cook Set,,0.0
9752,Spain,TrailChef Double Flame,,0.0
9756,Spain,TrailChef Kettle,,0.0
9760,Spain,TrailChef Kitchen Kit,,0.0
9764,Spain,TrailChef Single Flame,,0.0
9768,Spain,TrailChef Utensils,,0.0
9772,Spain,TrailChef Water Bag,,0.0
9776,Spain,Trendi,-0.09397041232820928,0.002634989322390745
9780,Spain,Venue,0.4820962472190327,0.00662262881164153
9784,Spain,Zodiak,-0.4945935039753958,
9788,Spain,Zone,0.006245366965333647,0.009495970817399266
9792,Sweden,Aloe Relief,,0.0
9796,Sweden,Astro Pilot,-0.5310108755223463,
9800,Sweden,Auto Pilot,,
9804,Sweden,Bear Edge,,0.0
9808,Sweden,Bear Survival Edge,,0.0
9812,Sweden,Bella,0.8401459797997652,0.004527442494163493
9816,Sweden,Blue Steel Max Putter,,0.0
9820,Sweden,Blue Steel Putter,0.1647840316136151,-0.021484123232930863
9824,Sweden,BugShield Extreme,,0.0
9828,Sweden,BugShield Lotion,,0.0
9832,Sweden,BugShield Lotion Lite,,0.0
9836,Sweden,BugShield Natural,,0.0
9840,Sweden,BugShield Spray,-0.5607414870955529,2.544231282888971e-18
9844,Sweden,Calamine Relief,,0.0
9848,Sweden,Canyon Mule Carryall,,0.0
9852,Sweden,Canyon Mule Climber Backpack,,0.0
9856,Sweden,Canyon Mule Cooler,-0.7797692252940405,-0.005729099528781574
9860,Sweden,Canyon Mule Extreme Backpack,,0.0
9864,Sweden,Canyon Mule Journey Backpack,,0.0
9868,Sweden,Canyon Mule Weekender Backpack,,0.0
9872,Sweden,Capri,0.6472471755291804,0.0009903656812615444
9876,Sweden,Cat Eye,0.3756890307416138,0.007138675586158491
9880,Sweden,Compact Relief Kit,,0.0
9884,Sweden,Course Pro Gloves,,0.0
9888,Sweden,Course Pro Golf Bag,,0.0
9892,Sweden,Course Pro Golf and Tee Set,,0.0
9896,Sweden,Course Pro Putter,-0.4515116548965772,-0.02451338460877411
9900,Sweden,Course Pro Umbrella,,0.0
9904,Sweden,Dante,-0.240496242901806,0.008206099865366157
9908,Sweden,Deluxe Family Relief Kit,,0.0
9912,Sweden,Double Edge,,0.0
9916,Sweden,Edge Extreme,,0.0
9920,Sweden,EverGlow Butane,,0.0
9924,Sweden,EverGlow Double,,0.0
9928,Sweden,EverGlow Kerosene,,0.0
9932,Sweden,EverGlow Lamp,,0.0
9936,Sweden,EverGlow Single,-0.6648836993178822,0.00257809478795171
9940,Sweden,Fairway,0.047918835554199804,0.0026542247167676463
9944,Sweden,Firefly 2,,0.0
9948,Sweden,Firefly 4,,0.0
9952,Sweden,Firefly Charger,,
9956,Sweden,Firefly Climbing Lamp,,
9960,Sweden,Firefly Extreme,-0.06948361674071153,0.011458199057563128
9964,Sweden,Firefly Lite,-0.08296459858536916,1.2721156414444855e-18
9968,Sweden,Firefly Mapreader,,0.0
9972,Sweden,Firefly Multi-light,,0.0
9976,Sweden,Firefly Rechargeable Battery,,
9980,Sweden,Flicker Lantern,,0.0
9984,Sweden,Glacier Basic,,0.0
9988,Sweden,Glacier Deluxe,,0.0
9992,Sweden,Glacier GPS,-0.8239263256802297,-0.03809135049198643
9996,Sweden,Glacier GPS Extreme,0.41932407035976116,1.221231015786706e-16
10000,Sweden,Granite Axe,,
10004,Sweden,Granite Belay,,
10008,Sweden,Granite Carabiner,,
10012,Sweden,Granite Chalk Bag,,
10016,Sweden,Granite Climbing Helmet,,
10020,Sweden,Granite Extreme,,
10024,Sweden,Granite Grip,,
10028,Sweden,Granite Hammer,,
10032,Sweden,Granite Ice,,
10036,Sweden,Granite Pulley,,
10040,Sweden,Granite Shovel,,
10044,Sweden,Granite Signal Mirror,,
10048,Sweden,Hailstorm Steel Irons,-0.9386656047498082,-0.36361878571735484
10052,Sweden,Hailstorm Steel Woods Set,-0.7509091511267713,-1.0
10056,Sweden,Hailstorm Titanium Irons,-0.2122466659521029,2.442462031573412e-16
10060,Sweden,Hailstorm Titanium Woods Set,,0.0
10064,Sweden,Hawk Eye,0.6943872469629371,0.005799207801601281
10068,Sweden,Hibernator,,0.0
10072,Sweden,Hibernator Camp Cot,,0.0
10076,Sweden,Hibernator Extreme,,0.0
10080,Sweden,Hibernator Lite,-0.10457749894881131,-1.0176925131555884e-17
10084,Sweden,Hibernator Pad,-0.3336424427255145,0.008593649293172346
10088,Sweden,Hibernator Pillow,,0.0
10092,Sweden,Hibernator Self - Inflating Mat,,0.0
10096,Sweden,Husky Harness,,
10100,Sweden,Husky Harness Extreme,,
10104,Sweden,Husky Rope 100,,
10108,Sweden,Husky Rope 200,,
10112,Sweden,Husky Rope 50,,
10116,Sweden,Husky Rope 60,,
10120,Sweden,Inferno,0.7411509009618846,0.00905579668858046
10124,Sweden,Infinity,0.5545085748762772,0.034485778727853474
10128,Sweden,Insect Bite Relief,,0.0
10132,Sweden,Kodiak,-0.6792928779629479,0.0316945313596585
10136,Sweden,Lady Hailstorm Steel Irons,,0.0
10140,Sweden,Lady Hailstorm Steel Woods Set,,0.0
10144,Sweden,Lady Hailstorm Titanium Irons,,0.0
10148,Sweden,Lady Hailstorm Titanium Woods Set,,0.0
10152,Sweden,Legend,0.5344449768039535,0.03899328929088072
10156,Sweden,Lux,0.8901570548224237,0.016317619773987085
10160,Sweden,Max Gizmo,0.8398940552754368,0.00637977064266173
10164,Sweden,Maximus,0.770750534817355,0.013067417644194263
10168,Sweden,Mountain Man Analog,,0.0
10172,Sweden,Mountain Man Combination,,0.0
10176,Sweden,Mountain Man Deluxe,,0.0
10180,Sweden,Mountain Man Digital,,0.0
10184,Sweden,Mountain Man Extreme,,0.0
10188,Sweden,Opera Vision,,
10192,Sweden,Pocket Gizmo,0.5914942886827478,0.0020051848350735504
10196,Sweden,Polar Extreme,,0.0
10200,Sweden,Polar Ice,0.9770522491487692,-0.008593649293172346
10204,Sweden,Polar Sports,,0.0
10208,Sweden,Polar Sun,,0.0
10212,Sweden,Polar Wave,,
10216,Sweden,Ranger Vision,0.7882573161917197,0.02389753677365761
10220,Sweden,Retro,,
10224,Sweden,Sam,0.846443411232458,0.006742709448717396
10228,Sweden,Seeker 35,,0.0
10232,Sweden,Seeker 50,,0.0
10236,Sweden,Seeker Extreme,,0.0
10240,Sweden,Seeker Mini,,0.0
10244,Sweden,Single Edge,,0.0
10248,Sweden,Sky Pilot,,
10252,Sweden,Star Dome,,0.0
10256,Sweden,Star Gazer 2,,0.0
10260,Sweden,Star Gazer 3,-0.377574878513597,0.19226858018590928
10264,Sweden,Star Gazer 6,,0.0
10268,Sweden,Star Lite,,0.0
10272,Sweden,Star Peg,,0.0
10276,Sweden,Sun Blocker,,0.0
10280,Sweden,Sun Shelter 15,0.650329231591076,-0.00012890473939758436
10284,Sweden,Sun Shelter 30,,0.0
10288,Sweden,Sun Shelter Stick,,0.0
10292,Sweden,Sun Shield,,0.0
10296,Sweden,TX,0.8730736095151859,0.0004935207823085506
10300,Sweden,Trail Master,,
10304,Sweden,Trail Scout,,
10308,Sweden,Trail Star,,
10312,Sweden,TrailChef Canteen,-0.6656753679807299,0.005070253082971687
10316,Sweden,TrailChef Cook Set,,0.0
10320,Sweden,TrailChef Cup,,0.0
10324,Sweden,TrailChef Deluxe Cook Set,,0.0
10328,Sweden,TrailChef Double Flame,,0.0
10332,Sweden,TrailChef Kettle,,0.0
10336,Sweden,TrailChef Kitchen Kit,,0.0
10340,Sweden,TrailChef Single Flame,,0.0
10344,Sweden,TrailChef Utensils,,0.0
10348,Sweden,TrailChef Water Bag,,0.0
10352,Sweden,Trendi,0.3381145221887588,0.003257645809163681
10356,Sweden,Venue,0.572742583630523,0.006670070818831552
10360,Sweden,Zodiak,-0.47215934346526545,
10364,Sweden,Zone,0.001354010645251023,0.00906452659734456
10368,Switzerland,Aloe Relief,,
10372,Switzerland,Astro Pilot,0.1668468338444829,
10376,Switzerland,Auto Pilot,,
10380,Switzerland,Bear Edge,,
10384,Switzerland,Bear Survival Edge,,
10388,Switzerland,Bella,-0.9991733801761298,
10392,Switzerland,Blue Steel Max Putter,,
10396,Switzerland,Blue Steel Putter,,
10400,Switzerland,BugShield Extreme,,
10404,Switzerland,BugShield Lotion,,
10408,Switzerland,BugShield Lotion Lite,,
10412,Switzerland,BugShield Natural,,
10416,Switzerland,BugShield Spray,0.33884815103669974,
10420,Switzerland,Calamine Relief,,
10424,Switzerland,Canyon Mule Carryall,,
10428,Switzerland,Canyon Mule Climber Backpack,,
10432,Switzerland,Canyon Mule Cooler,-0.9896446264681895,
10436,Switzerland,Canyon Mule Extreme Backpack,,
10440,Switzerland,Canyon Mule Journey Backpack,0.49281830051835307,
10444,Switzerland,Canyon Mule Weekender Backpack,,
10448,Switzerland,Capri,,
10452,Switzerland,Cat Eye,0.21598306648586305,
10456,Switzerland,Compact Relief Kit,,
10460,Switzerland,Course Pro Gloves,,
10464,Switzerland,Course Pro Golf Bag,-0.8150981194855548,
10468,Switzerland,Course Pro Golf and Tee Set,,
10472,Switzerland,Course Pro Putter,-0.0122089144065298,
10476,Switzerland,Course Pro Umbrella,,
10480,Switzerland,Dante,-0.1526802388688916,
10484,Switzerland,Deluxe Family Relief Kit,,
10488,Switzerland,Double Edge,,
10492,Switzerland,Edge Extreme,,
10496,Switzerland,EverGlow Butane,,
10500,Switzerland,EverGlow Double,,
10504,Switzerland,EverGlow Kerosene,,
10508,Switzerland,EverGlow Lamp,,
10512,Switzerland,EverGlow Single,0.9408020090792647,
10516,Switzerland,Fairway,0.0942108883106379,
10520,Switzerland,Firefly 2,,
10524,Switzerland,Firefly 4,,
10528,Switzerland,Firefly Charger,,
10532,Switzerland,Firefly Climbing Lamp,,
10536,Switzerland,Firefly Extreme,0.8199313352742615,
10540,Switzerland,Firefly Lite,-0.5088110881708027,
10544,Switzerland,Firefly Mapreader,,
10548,Switzerland,Firefly Multi-light,-6.926348960985574e-17,
10552,Switzerland,Firefly Rechargeable Battery,,
10556,Switzerland,Flicker Lantern,,
10560,Switzerland,Glacier Basic,,
10564,Switzerland,Glacier Deluxe,,
10568,Switzerland,Glacier GPS,-0.9672528434340982,
10572,Switzerland,Glacier GPS Extreme,-0.41623814599977144,
10576,Switzerland,Granite Axe,,
10580,Switzerland,Granite Belay,,
10584,Switzerland,Granite Carabiner,,
10588,Switzerland,Granite Chalk Bag,,
10592,Switzerland,Granite Climbing Helmet,,
10596,Switzerland,Granite Extreme,,
10600,Switzerland,Granite Grip,,
10604,Switzerland,Granite Hammer,,
10608,Switzerland,Granite Ice,,
10612,Switzerland,Granite Pulley,,
10616,Switzerland,Granite Shovel,,
10620,Switzerland,Granite Signal Mirror,,
10624,Switzerland,Hailstorm Steel Irons,,
10628,Switzerland,Hailstorm Steel Woods Set,,
10632,Switzerland,Hailstorm Titanium Irons,,
10636,Switzerland,Hailstorm Titanium Woods Set,,
10640,Switzerland,Hawk Eye,0.4725974856421731,
10644,Switzerland,Hibernator,,
10648,Switzerland,Hibernator Camp Cot,,
10652,Switzerland,Hibernator Extreme,,
10656,Switzerland,Hibernator Lite,0.4755873438337149,
10660,Switzerland,Hibernator Pad,0.9180164260837547,
10664,Switzerland,Hibernator Pillow,,
10668,Switzerland,Hibernator Self - Inflating Mat,,
10672,Switzerland,Husky Harness,,
10676,Switzerland,Husky Harness Extreme,,
10680,Switzerland,Husky Rope 100,,
10684,Switzerland,Husky Rope 200,,
10688,Switzerland,Husky Rope 50,,
10692,Switzerland,Husky Rope 60,,
10696,Switzerland,Inferno,0.9395981281424989,
10700,Switzerland,Infinity,0.6155857269257593,
10704,Switzerland,Insect Bite Relief,,
10708,Switzerland,Kodiak,-0.5227455409160223,
10712,Switzerland,Lady Hailstorm Steel Irons,,
10716,Switzerland,Lady Hailstorm Steel Woods Set,,
10720,Switzerland,Lady Hailstorm Titanium Irons,,
10724,Switzerland,Lady Hailstorm Titanium Woods Set,,
10728,Switzerland,Legend,0.9861236458493038,
10732,Switzerland,Lux,0.3975958042179329,
10736,Switzerland,Max Gizmo,0.9984945356759667,
10740,Switzerland,Maximus,0.6728595220156195,
10744,Switzerland,Mountain Man Analog,,
10748,Switzerland,Mountain Man Combination,,
10752,Switzerland,Mountain Man Deluxe,,
10756,Switzerland,Mountain Man Digital,,
10760,Switzerland,Mountain Man Extreme,,
10764,Switzerland,Opera Vision,,
10768,Switzerland,Pocket Gizmo,0.9976497101960358,
10772,Switzerland,Polar Extreme,,
10776,Switzerland,Polar Ice,-0.9457085636192634,
10780,Switzerland,Polar Sports,,
10784,Switzerland,Polar Sun,,
10788,Switzerland,Polar Wave,,
10792,Switzerland,Ranger Vision,0.9825204981737283,
10796,Switzerland,Retro,,
10800,Switzerland,Sam,0.9999788181929781,
10804,Switzerland,Seeker 35,,
10808,Switzerland,Seeker 50,,
10812,Switzerland,Seeker Extreme,,
10816,Switzerland,Seeker Mini,,
10820,Switzerland,Single Edge,,
10824,Switzerland,Sky Pilot,,
10828,Switzerland,Star Dome,,
10832,Switzerland,Star Gazer 2,,
10836,Switzerland,Star Gazer 3,0.7803153037903017,
10840,Switzerland,Star Gazer 6,,
10844,Switzerland,Star Lite,3.3911128707327064e-16,
10848,Switzerland,Star Peg,,
10852,Switzerland,Sun Blocker,,
10856,Switzerland,Sun Shelter 15,0.37559939326902625,
10860,Switzerland,Sun Shelter 30,,
10864,Switzerland,Sun Shelter Stick,,
10868,Switzerland,Sun Shield,,
10872,Switzerland,TX,0.7332446129508102,
10876,Switzerland,Trail Master,,
10880,Switzerland,Trail Scout,,
10884,Switzerland,Trail Star,,
10888,Switzerland,TrailChef Canteen,-0.08087531894911626,
10892,Switzerland,TrailChef Cook Set,,
10896,Switzerland,TrailChef Cup,,
10900,Switzerland,TrailChef Deluxe Cook Set,,
10904,Switzerland,TrailChef Double Flame,,
10908,Switzerland,TrailChef Kettle,,
10912,Switzerland,TrailChef Kitchen Kit,,
10916,Switzerland,TrailChef Single Flame,,
10920,Switzerland,TrailChef Utensils,,
10924,Switzerland,TrailChef Water Bag,,
10928,Switzerland,Trendi,-0.12468268097773269,
10932,Switzerland,Venue,0.6759158507593691,
10936,Switzerland,Zodiak,0.4877012373936226,
10940,Switzerland,Zone,-0.006708083491813113,
10944,United Kingdom,Aloe Relief,,0.0
10948,United Kingdom,Astro Pilot,-0.3157378047178917,
10952,United Kingdom,Auto Pilot,,
10956,United Kingdom,Bear Edge,,0.0
10960,United Kingdom,Bear Survival Edge,,0.0
10964,United Kingdom,Bella,0.3101599975686669,0.0034724570747217865
10968,United Kingdom,Blue Steel Max Putter,,0.0
10972,United Kingdom,Blue Steel Putter,0.07554993780861236,-0.021484123232930863
10976,United Kingdom,BugShield Extreme,,0.0
10980,United Kingdom,BugShield Lotion,,0.0
10984,United Kingdom,BugShield Lotion Lite,,0.0
10988,United Kingdom,BugShield Natural,,0.0
10992,United Kingdom,BugShield Spray,,0.0
10996,United Kingdom,Calamine Relief,,0.0
11000,United Kingdom,Canyon Mule Carryall,,0.0
11004,United Kingdom,Canyon Mule Climber Backpack,,0.0
11008,United Kingdom,Canyon Mule Cooler,-0.7637313793095735,-0.005729099528781574
11012,United Kingdom,Canyon Mule Extreme Backpack,,0.0
11016,United Kingdom,Canyon Mule Journey Backpack,0.565472416525279,-4.0707700526223535e-17
11020,United Kingdom,Canyon Mule Weekender Backpack,,0.0
11024,United Kingdom,Capri,-0.3662203297509519,0.0011279164697288674
11028,United Kingdom,Cat Eye,-0.7645247406919415,-0.001760662334035151
11032,United Kingdom,Compact Relief Kit,,0.0
11036,United Kingdom,Course Pro Gloves,,0.0
11040,United Kingdom,Course Pro Golf Bag,-0.3533012088320502,-2.0353850263111767e-17
11044,United Kingdom,Course Pro Golf and Tee Set,,0.0
11048,United Kingdom,Course Pro Putter,0.2555054988009903,-0.02451338460877411
11052,United Kingdom,Course Pro Umbrella,,0.0
11056,United Kingdom,Dante,-0.6328441719048504,0.008752349210100398
11060,United Kingdom,Deluxe Family Relief Kit,,0.0
11064,United Kingdom,Double Edge,,0.0
11068,United Kingdom,Edge Extreme,,0.0
11072,United Kingdom,EverGlow Butane,,0.0
11076,United Kingdom,EverGlow Double,,0.0
11080,United Kingdom,EverGlow Kerosene,,0.0
11084,United Kingdom,EverGlow Lamp,,0.0
11088,United Kingdom,EverGlow Single,-0.03133545398787996,0.00257809478795171
11092,United Kingdom,Fairway,-0.16659665908935994,0.0026167826737707534
11096,United Kingdom,Firefly 2,,0.0
11100,United Kingdom,Firefly 4,,0.0
11104,United Kingdom,Firefly Charger,0.8149038828546235,
11108,United Kingdom,Firefly Climbing Lamp,,
11112,United Kingdom,Firefly Extreme,0.06441859449287424,0.011458199057563128
11116,United Kingdom,Firefly Lite,,0.0
11120,United Kingdom,Firefly Mapreader,,0.0
11124,United Kingdom,Firefly Multi-light,,0.0
11128,United Kingdom,Firefly Rechargeable Battery,,
11132,United Kingdom,Flicker Lantern,,0.0
11136,United Kingdom,Glacier Basic,,0.0
11140,United Kingdom,Glacier Deluxe,,0.0
11144,United Kingdom,Glacier GPS,-0.940019562349547,-0.03809135049198643
11148,United Kingdom,Glacier GPS Extreme,-0.18998146613398897,1.221231015786706e-16
11152,United Kingdom,Granite Axe,,
11156,United Kingdom,Granite Belay,,
11160,United Kingdom,Granite Carabiner,,
11164,United Kingdom,Granite Chalk Bag,,
11168,United Kingdom,Granite Climbing Helmet,,
11172,United Kingdom,Granite Extreme,,
11176,United Kingdom,Granite Grip,,
11180,United Kingdom,Granite Hammer,,
11184,United Kingdom,Granite Ice,,
11188,United Kingdom,Granite Pulley,,
11192,United Kingdom,Granite Shovel,,
11196,United Kingdom,Granite Signal Mirror,,
11200,United Kingdom,Hailstorm Steel Irons,-0.13979635327848197,-0.36361878571735484
11204,United Kingdom,Hailstorm Steel Woods Set,-0.41920217734337506,-1.0
11208,United Kingdom,Hailstorm Titanium Irons,-0.4821405958159096,1.6283080210489414e-16
11212,United Kingdom,Hailstorm Titanium Woods Set,,0.0
11216,United Kingdom,Hawk Eye,0.6746871513910899,0.005752453257709223
11220,United Kingdom,Hibernator,,0.0
11224,United Kingdom,Hibernator Camp Cot,,0.0
11228,United Kingdom,Hibernator Extreme,,0.0
11232,United Kingdom,Hibernator Lite,0.30812048425966804,-3.053077539466765e-17
11236,United Kingdom,Hibernator Pad,0.6665395476419101,0.008593649293172346
11240,United Kingdom,Hibernator Pillow,,0.0
11244,United Kingdom,Hibernator Self - Inflating Mat,,0.0
11248,United Kingdom,Husky Harness,,
11252,United Kingdom,Husky Harness Extreme,,
11256,United Kingdom,Husky Rope 100,,
11260,United Kingdom,Husky Rope 200,,
11264,United Kingdom,Husky Rope 50,,
11268,United Kingdom,Husky Rope 60,,
11272,United Kingdom,Inferno,0.7762974612619515,0.009688797777109385
11276,United Kingdom,Infinity,0.8499971286548906,0.04262267645626557
11280,United Kingdom,Insect Bite Relief,,0.0
11284,United Kingdom,Kodiak,-0.8333629040531618,0.030241970702817277
11288,United Kingdom,Lady Hailstorm Steel Irons,,0.0
11292,United Kingdom,Lady Hailstorm Steel Woods Set,,0.0
11296,United Kingdom,Lady Hailstorm Titanium Irons,,0.0
11300,United Kingdom,Lady Hailstorm Titanium Woods Set,,0.0
11304,United Kingdom,Legend,-0.45756848464629873,0.03087253580687192
11308,United Kingdom,Lux,0.519077800599846,0.019133668306621363
11312,United Kingdom,Max Gizmo,0.9952621787727274,0.0063652544794396875
11316,United Kingdom,Maximus,0.6410223415948457,0.01599152815136281
11320,United Kingdom,Mountain Man Analog,,0.0
11324,United Kingdom,Mountain Man Combination,,0.0
11328,United Kingdom,Mountain Man Deluxe,,0.0
11332,United Kingdom,Mountain Man Digital,,0.0
11336,United Kingdom,Mountain Man Extreme,,0.0
11340,United Kingdom,Opera Vision,,
11344,United Kingdom,Pocket Gizmo,0.8014766597735637,0.0020051848350735504
11348,United Kingdom,Polar Extreme,,0.0
11352,United Kingdom,Polar Ice,-0.9681863487867158,-0.0038193997335968623
11356,United Kingdom,Polar Sports,,0.0
11360,United Kingdom,Polar Sun,,0.0
11364,United Kingdom,Polar Wave,,0.0
11368,United Kingdom,Ranger Vision,0.9358048779121396,0.0242363037282115
11372,United Kingdom,Retro,,
11376,United Kingdom,Sam,0.612916333715788,0.0066293865996361985
